"","pt(i,t)","pt(i,t)","pt(i,t)","pt(i,t)","pt(i,t)","","","","","x: w/o MN","x: w/o MN","x: w/o MN","x: w/o MN","x: w/o MN","x: w/ MN","x: w/ MN","x: w/ MN","x: w/ MN","x: w/ MN"
"","0","1","2","3","4",">=1: no MHRC","Util: w/o MN","Util: w/ MN","Util_gap: =1: not equal","0","1","2","3","4","0","1","2","3","4","MN_lic: >=1: no MN","MN_lic2: >=1: no MN"
"279",0.32728,0.10142,0.02109,0.21706,0.33315,1.00,0.5386480793,0.5318420226,1.00,6.25,0.23,0.01,0.17,0.13,6.25,0.23,0.12,0.12,0.12,1.00,0.00
"280",0.05068,0.07858,0.27985,0.32527,0.26561,1.00,0.3216258136,0.3216258136,0.00,6.25,0.89,0.52,0.23,0.10,6.25,0.89,0.52,0.23,0.10,0.00,0.00
"281",0.19168,0.21607,0.20884,0.16635,0.21706,1.00,0.4443641143,0.4443641143,0.00,6.25,0.75,0.25,0.11,0.08,6.25,0.75,0.25,0.11,0.08,0.00,0.00
"282",0.15979,0.21351,0.07080,0.28609,0.26981,1.00,0.4157132531,0.4138367381,1.00,6.25,0.83,0.09,0.20,0.11,6.25,0.83,0.17,0.17,0.11,1.00,0.00
"283",0.11258,0.38097,0.29845,0.09092,0.11709,1.00,0.4489491209,0.4489481910,1.00,6.25,1.19,0.29,0.04,0.04,6.25,1.19,0.29,0.04,0.04,1.00,0.00
"284",0.32317,0.02647,0.23385,0.23217,0.18435,1.00,0.5403223322,0.5323143092,1.00,6.25,0.03,0.31,0.15,0.07,6.25,0.21,0.21,0.15,0.07,1.00,0.00
"285",0.13027,0.17655,0.00641,0.33037,0.35641,1.00,0.3925193604,0.3812087349,1.00,6.25,0.83,0.00,0.26,0.13,6.25,0.83,0.18,0.18,0.13,1.00,0.00
"286",0.27065,0.00389,0.17839,0.21720,0.32988,1.00,0.4907696504,0.4797418211,1.00,6.25,0.00,0.30,0.17,0.13,6.25,0.18,0.18,0.17,0.13,1.00,0.00
"287",0.20153,0.16907,0.16175,0.18126,0.28639,1.00,0.4367776892,0.4367776892,0.00,6.25,0.61,0.22,0.13,0.11,6.25,0.61,0.22,0.13,0.11,0.00,0.00
"288",0.18750,0.01137,0.27735,0.29723,0.22655,1.00,0.4283923936,0.4183067715,1.00,6.25,0.02,0.45,0.20,0.09,6.25,0.34,0.34,0.20,0.09,1.00,0.00
"289",0.08592,0.27570,0.27875,0.06100,0.29863,1.00,0.3936241618,0.3900757656,1.00,6.25,1.17,0.34,0.03,0.12,6.25,1.17,0.34,0.09,0.09,1.00,0.00
"290",0.02127,0.15915,0.30002,0.31377,0.20580,0.00,0.3239038386,0.3239038386,0.00,6.25,1.37,0.48,0.20,0.08,6.25,1.37,0.48,0.20,0.08,0.00,0.00
"291",0.47099,0.00645,0.04212,0.02799,0.45245,1.00,0.6851407115,0.6659775385,1.00,6.25,0.00,0.03,0.01,0.16,6.25,0.09,0.09,0.09,0.09,2.00,0.00
"292",0.03091,0.32946,0.26490,0.07607,0.29865,1.00,0.3698507194,0.3674487410,1.00,6.25,1.43,0.33,0.04,0.12,6.25,1.43,0.33,0.09,0.09,1.00,0.00
"293",0.23238,0.03163,0.27745,0.21821,0.24033,1.00,0.4613676571,0.4551561802,1.00,6.25,0.07,0.40,0.15,0.09,6.25,0.31,0.31,0.15,0.09,1.00,0.00
"294",0.02559,0.27310,0.05648,0.17174,0.47310,1.00,0.3356566108,0.3346773622,1.00,6.25,1.43,0.09,0.17,0.17,6.25,1.43,0.16,0.16,0.16,1.00,0.00
"295",0.31880,0.13065,0.30302,0.14674,0.10079,1.00,0.5489100151,0.5489100151,0.00,6.25,0.32,0.31,0.08,0.03,6.25,0.32,0.31,0.08,0.03,0.00,0.00
"296",0.06511,0.21963,0.26868,0.30427,0.14232,0.00,0.3651558797,0.3651558797,0.00,6.25,1.19,0.38,0.18,0.05,6.25,1.19,0.38,0.18,0.05,0.00,0.00
"297",0.20456,0.24135,0.06198,0.22508,0.26704,1.00,0.4573112185,0.4552326678,1.00,6.25,0.77,0.06,0.16,0.10,6.25,0.77,0.12,0.12,0.10,1.00,0.00
"298",0.14345,0.49671,0.16026,0.12711,0.07248,0.00,0.4997460991,0.4997460991,0.00,6.25,1.19,0.13,0.06,0.02,6.25,1.19,0.13,0.06,0.02,0.00,0.00
"299",0.17985,0.15708,0.13694,0.28125,0.24488,1.00,0.4183014756,0.4183014756,0.00,6.25,0.63,0.21,0.19,0.10,6.25,0.63,0.21,0.19,0.10,0.00,0.00
"300",0.16380,0.29307,0.34651,0.04423,0.15239,1.00,0.4687379744,0.4668674461,1.00,6.25,0.95,0.34,0.01,0.06,6.25,0.95,0.34,0.04,0.04,1.00,0.00
"301",0.04315,0.05288,0.24347,0.28561,0.37489,1.00,0.3061568281,0.3061568281,0.00,6.25,0.79,0.54,0.23,0.14,6.25,0.79,0.54,0.23,0.14,0.00,0.00
"302",0.22408,0.21694,0.15734,0.20433,0.19730,0.00,0.4674662542,0.4674662542,0.00,6.25,0.68,0.19,0.13,0.08,6.25,0.68,0.19,0.13,0.08,0.00,0.00
"303",0.11595,0.14699,0.17073,0.28443,0.28191,1.00,0.3688681618,0.3688681618,0.00,6.25,0.80,0.30,0.20,0.11,6.25,0.80,0.30,0.20,0.11,0.00,0.00
"304",0.14647,0.10340,0.26911,0.24416,0.23687,1.00,0.3923768187,0.3923768187,0.00,6.25,0.54,0.40,0.17,0.09,6.25,0.54,0.40,0.17,0.09,0.00,0.00
"305",0.02119,0.37358,0.02621,0.19532,0.38371,1.00,0.3676125745,0.3622797646,1.00,6.25,1.48,0.02,0.16,0.14,6.25,1.48,0.13,0.13,0.13,1.00,0.00
"306",0.21452,0.10671,0.04746,0.53513,0.09618,1.00,0.4584918218,0.4524761721,1.00,6.25,0.39,0.07,0.28,0.03,6.25,0.39,0.24,0.24,0.03,1.00,0.00
"307",0.14567,0.26863,0.18356,0.07737,0.32477,1.00,0.4234071980,0.4208580897,1.00,6.25,0.97,0.23,0.05,0.12,6.25,0.97,0.23,0.10,0.10,1.00,0.00
"308",0.12615,0.02134,0.09705,0.33748,0.41798,1.00,0.3589244458,0.3573981626,1.00,6.25,0.10,0.31,0.28,0.15,6.25,0.27,0.27,0.27,0.15,1.00,0.00
"309",0.00324,0.25826,0.30806,0.24919,0.18125,0.00,0.3378684723,0.3378684723,0.00,6.25,1.54,0.42,0.16,0.07,6.25,1.54,0.42,0.16,0.07,0.00,0.00
"310",0.58581,0.18123,0.09838,0.12187,0.01271,1.00,0.8008647491,0.8008647491,0.00,6.25,0.23,0.05,0.05,0.00,6.25,0.23,0.05,0.05,0.00,0.00,0.00
"311",0.22345,0.25453,0.19716,0.19815,0.12671,0.00,0.4820595358,0.4820595358,0.00,6.25,0.75,0.21,0.11,0.04,6.25,0.75,0.21,0.11,0.04,0.00,0.00
"312",0.03857,0.31885,0.39884,0.16814,0.07560,0.00,0.3943051470,0.3943051470,0.00,6.25,1.39,0.41,0.09,0.02,6.25,1.39,0.41,0.09,0.02,0.00,0.00
"313",0.36261,0.39152,0.02462,0.19888,0.02236,1.00,0.6534132101,0.6470841086,1.00,6.25,0.73,0.01,0.10,0.00,6.25,0.73,0.05,0.05,0.00,1.00,0.00
"314",0.19808,0.04616,0.13759,0.23978,0.37838,1.00,0.4175898430,0.4169488585,1.00,6.25,0.16,0.27,0.20,0.14,6.25,0.24,0.24,0.20,0.14,1.00,0.00
"315",0.08649,0.10648,0.26048,0.27548,0.27108,1.00,0.3475336397,0.3475336397,0.00,6.25,0.79,0.45,0.20,0.11,6.25,0.79,0.45,0.20,0.11,0.00,0.00
"316",0.02578,0.34789,0.57848,0.03067,0.01718,0.00,0.4416547466,0.4416547466,0.00,6.25,1.45,0.47,0.01,0.00,6.25,1.45,0.47,0.01,0.00,0.00,0.00
"317",0.13736,0.22325,0.09507,0.22597,0.31835,1.00,0.3985678127,0.3983701687,1.00,6.25,0.91,0.14,0.17,0.12,6.25,0.91,0.16,0.16,0.12,1.00,0.00
"318",0.40515,0.20549,0.11629,0.26535,0.00772,1.00,0.6380141380,0.6374373298,1.00,6.25,0.40,0.09,0.14,0.00,6.25,0.40,0.12,0.12,0.00,1.00,0.00
"319",0.23605,0.18265,0.29278,0.13680,0.15172,0.00,0.4835119186,0.4835119186,0.00,6.25,0.58,0.32,0.07,0.06,6.25,0.58,0.32,0.07,0.06,0.00,0.00
"320",0.37255,0.04988,0.07152,0.05862,0.44744,1.00,0.5779066926,0.5720328928,1.00,6.25,0.07,0.08,0.04,0.16,6.25,0.11,0.11,0.11,0.11,2.00,0.00
"321",0.13772,0.34836,0.33584,0.09878,0.07931,0.00,0.4643199526,0.4643199526,0.00,6.25,1.09,0.32,0.04,0.02,6.25,1.09,0.32,0.04,0.02,0.00,0.00
"322",0.35545,0.15359,0.06472,0.16250,0.26373,1.00,0.5655401455,0.5644781221,1.00,6.25,0.34,0.05,0.11,0.10,6.25,0.34,0.10,0.10,0.10,1.00,0.00
"323",0.11510,0.13062,0.37398,0.36816,0.01214,1.00,0.4095251668,0.4095251668,0.00,6.25,0.75,0.47,0.19,0.00,6.25,0.75,0.47,0.19,0.00,0.00,0.00
"324",0.13108,0.10385,0.28168,0.35068,0.13272,1.00,0.3899466572,0.3899466572,0.00,6.25,0.59,0.43,0.21,0.05,6.25,0.59,0.43,0.21,0.05,0.00,0.00
"325",0.20606,0.23942,0.19327,0.21059,0.15066,0.00,0.4628678677,0.4628678677,0.00,6.25,0.76,0.22,0.13,0.06,6.25,0.76,0.22,0.13,0.06,0.00,0.00
"326",0.11341,0.08641,0.27209,0.23872,0.28937,1.00,0.3638878221,0.3638878221,0.00,6.25,0.57,0.45,0.17,0.11,6.25,0.57,0.45,0.17,0.11,0.00,0.00
"327",0.15619,0.15542,0.09434,0.30533,0.28873,1.00,0.3985615221,0.3981044363,1.00,6.25,0.69,0.16,0.22,0.11,6.25,0.69,0.20,0.20,0.11,1.00,0.00
"328",0.25767,0.03395,0.35507,0.08688,0.26643,1.00,0.4951024394,0.4855192510,1.00,6.25,0.07,0.43,0.05,0.10,6.25,0.33,0.33,0.08,0.08,2.00,0.00
"329",0.19041,0.13169,0.19754,0.25368,0.22668,0.00,0.4252213449,0.4252213449,0.00,6.25,0.53,0.29,0.17,0.09,6.25,0.53,0.29,0.17,0.09,0.00,0.00
"330",0.09500,0.22453,0.27584,0.07257,0.33206,1.00,0.3841234894,0.3811705803,1.00,6.25,1.06,0.36,0.04,0.13,6.25,1.06,0.36,0.10,0.10,1.00,0.00
"331",0.12811,0.09581,0.22414,0.30639,0.24555,1.00,0.3742215291,0.3742215291,0.00,6.25,0.56,0.39,0.21,0.10,6.25,0.56,0.39,0.21,0.10,0.00,0.00
"332",0.16548,0.25537,0.12269,0.20231,0.25415,1.00,0.4291085146,0.4291085146,0.00,6.25,0.89,0.15,0.14,0.10,6.25,0.89,0.15,0.14,0.10,0.00,0.00
"333",0.27323,0.23595,0.00681,0.32290,0.16112,1.00,0.5268707328,0.5127993036,1.00,6.25,0.63,0.00,0.20,0.06,6.25,0.63,0.12,0.12,0.06,1.00,0.00
"334",0.39737,0.04511,0.24487,0.30855,0.00411,1.00,0.6275558351,0.6218047379,1.00,6.25,0.05,0.27,0.16,0.00,6.25,0.19,0.19,0.16,0.00,1.00,0.00
"335",0.09991,0.09828,0.29100,0.29586,0.21494,1.00,0.3609003133,0.3609003133,0.00,6.25,0.69,0.46,0.20,0.08,6.25,0.69,0.46,0.20,0.08,0.00,0.00
"336",0.39881,0.28363,0.18706,0.12457,0.00593,0.00,0.6520010723,0.6520010723,0.00,6.25,0.54,0.14,0.05,0.00,6.25,0.54,0.14,0.05,0.00,0.00,0.00
"337",0.10803,0.17853,0.24885,0.20300,0.26158,0.00,0.3756608613,0.3756608613,0.00,6.25,0.92,0.36,0.14,0.10,6.25,0.92,0.36,0.14,0.10,0.00,0.00
"338",0.35925,0.05785,0.22638,0.01736,0.33916,1.00,0.5778483510,0.5650942974,1.00,6.25,0.09,0.27,0.00,0.13,6.25,0.20,0.20,0.08,0.08,2.00,0.00
"339",0.20060,0.38733,0.27225,0.01879,0.12103,1.00,0.5218044825,0.5190951828,1.00,6.25,0.99,0.23,0.00,0.04,6.25,0.99,0.23,0.02,0.02,1.00,0.00
"340",0.02856,0.05709,0.12648,0.40843,0.37944,1.00,0.2916804081,0.2916804081,0.00,6.25,1.00,0.46,0.31,0.14,6.25,1.00,0.46,0.31,0.14,0.00,0.00
"341",0.14678,0.17986,0.31207,0.34512,0.01616,0.00,0.4337544400,0.4337544400,0.00,6.25,0.79,0.38,0.18,0.00,6.25,0.79,0.38,0.18,0.00,0.00,0.00
"342",0.18641,0.31961,0.04843,0.17571,0.26984,1.00,0.4666369348,0.4641544745,1.00,6.25,0.94,0.03,0.12,0.11,6.25,0.94,0.10,0.10,0.10,1.00,0.00
"343",0.09886,0.20901,0.31371,0.26389,0.11453,0.00,0.3908604011,0.3908604011,0.00,6.25,1.02,0.39,0.15,0.04,6.25,1.02,0.39,0.15,0.04,0.00,0.00
"344",0.27119,0.28100,0.11850,0.01774,0.31157,1.00,0.5313374013,0.5221537696,1.00,6.25,0.71,0.11,0.00,0.12,6.25,0.71,0.11,0.08,0.08,1.00,0.00
"345",0.19343,0.14966,0.30343,0.35094,0.00254,1.00,0.4655168969,0.4655168969,0.00,6.25,0.58,0.37,0.18,0.00,6.25,0.58,0.37,0.18,0.00,0.00,0.00
"346",0.33788,0.19972,0.02907,0.12031,0.31302,1.00,0.5633144279,0.5580711381,1.00,6.25,0.46,0.01,0.08,0.12,6.25,0.46,0.09,0.09,0.09,2.00,0.00
"347",0.23505,0.17713,0.14185,0.42859,0.01739,1.00,0.4919553818,0.4916612090,1.00,6.25,0.56,0.18,0.22,0.00,6.25,0.56,0.21,0.21,0.00,1.00,0.00
"348",0.40955,0.14214,0.28474,0.07951,0.08406,1.00,0.6338741309,0.6338741309,0.00,6.25,0.26,0.26,0.03,0.02,6.25,0.26,0.26,0.03,0.02,0.00,0.00
"349",0.02164,0.28875,0.32925,0.29530,0.06506,0.00,0.3694467744,0.3694467744,0.00,6.25,1.45,0.40,0.16,0.02,6.25,1.45,0.40,0.16,0.02,0.00,0.00
"350",0.32008,0.29307,0.28625,0.00018,0.10042,1.00,0.5971354682,0.5936539364,1.00,6.25,0.65,0.24,0.00,0.03,6.25,0.65,0.24,0.01,0.01,1.00,0.00
"351",0.28892,0.21778,0.09820,0.23822,0.15687,1.00,0.5224646802,0.5218546248,1.00,6.25,0.56,0.09,0.15,0.06,6.25,0.56,0.13,0.13,0.06,1.00,0.00
"352",0.10517,0.04079,0.14010,0.48089,0.23305,1.00,0.3518892213,0.3517416782,1.00,6.25,0.30,0.38,0.30,0.09,6.25,0.36,0.36,0.30,0.09,1.00,0.00
"353",0.10395,0.26476,0.42131,0.07356,0.13643,1.00,0.4254437450,0.4251116858,1.00,6.25,1.09,0.42,0.03,0.05,6.25,1.09,0.42,0.04,0.04,1.00,0.00
"354",0.06772,0.40050,0.01098,0.39400,0.12679,1.00,0.4235049191,0.4089835956,1.00,6.25,1.33,0.00,0.23,0.04,6.25,1.33,0.16,0.16,0.04,1.00,0.00
"355",0.23394,0.03632,0.23841,0.23996,0.25136,1.00,0.4582994235,0.4538452967,1.00,6.25,0.09,0.37,0.17,0.10,6.25,0.28,0.28,0.17,0.10,1.00,0.00
"356",0.05616,0.01684,0.35993,0.43774,0.12933,1.00,0.3380783693,0.3364565555,1.00,6.25,0.22,0.61,0.25,0.05,6.25,0.57,0.57,0.25,0.05,1.00,0.00
"357",0.35324,0.28384,0.05310,0.23287,0.07696,1.00,0.6027884909,0.5988377118,1.00,6.25,0.59,0.03,0.13,0.02,6.25,0.59,0.09,0.09,0.02,1.00,0.00
"358",0.11537,0.21171,0.22394,0.29160,0.15738,0.00,0.3918438376,0.3918438376,0.00,6.25,0.96,0.31,0.18,0.06,6.25,0.96,0.31,0.18,0.06,0.00,0.00
"359",0.21843,0.26089,0.26922,0.02021,0.23126,1.00,0.4937122261,0.4870677855,1.00,6.25,0.78,0.27,0.00,0.09,6.25,0.78,0.27,0.05,0.05,1.00,0.00
"360",0.20094,0.19296,0.10099,0.34742,0.15769,1.00,0.4478950205,0.4469061205,1.00,6.25,0.68,0.13,0.21,0.06,6.25,0.68,0.19,0.19,0.06,1.00,0.00
"361",0.26200,0.03622,0.00929,0.55832,0.13417,1.00,0.5007407322,0.4845138520,1.00,6.25,0.07,0.01,0.30,0.05,6.25,0.22,0.22,0.22,0.05,1.00,0.00
"362",0.24142,0.24831,0.21213,0.18687,0.11127,0.00,0.4969783618,0.4969783618,0.00,6.25,0.71,0.22,0.10,0.04,6.25,0.71,0.22,0.10,0.04,0.00,0.00
"363",0.10083,0.05528,0.34731,0.43484,0.06173,1.00,0.3791748808,0.3789938084,1.00,6.25,0.43,0.53,0.23,0.02,6.25,0.51,0.51,0.23,0.02,1.00,0.00
"364",0.04459,0.00022,0.61641,0.25492,0.08386,1.00,0.3614084329,0.3557602042,1.00,6.25,0.00,0.66,0.14,0.02,6.25,0.63,0.63,0.14,0.02,1.00,0.00
"365",0.32440,0.29572,0.13982,0.19737,0.04269,1.00,0.5817373996,0.5817373996,0.00,6.25,0.65,0.11,0.10,0.01,6.25,0.65,0.11,0.10,0.01,0.00,0.00
"366",0.06168,0.47856,0.24143,0.21126,0.00708,0.00,0.4500601569,0.4500601569,0.00,6.25,1.38,0.23,0.11,0.00,6.25,1.38,0.23,0.11,0.00,0.00,0.00
"367",0.17543,0.29085,0.13826,0.30238,0.09307,1.00,0.4569690724,0.4568984405,1.00,6.25,0.92,0.15,0.17,0.03,6.25,0.92,0.17,0.17,0.03,1.00,0.00
"368",0.19220,0.25076,0.12708,0.34671,0.08325,1.00,0.4613305109,0.4609475344,1.00,6.25,0.82,0.15,0.20,0.02,6.25,0.82,0.18,0.18,0.02,1.00,0.00
"369",0.24573,0.11242,0.38782,0.08875,0.16528,1.00,0.4937873086,0.4933772705,1.00,6.25,0.36,0.41,0.04,0.06,6.25,0.39,0.39,0.05,0.05,2.00,0.00
"370",0.07841,0.33664,0.18420,0.08311,0.31765,1.00,0.3951046600,0.3929828214,1.00,6.25,1.25,0.23,0.05,0.12,6.25,1.25,0.23,0.10,0.10,1.00,0.00
"371",0.08651,0.14266,0.17077,0.36229,0.23778,1.00,0.3506633058,0.3506633058,0.00,6.25,0.92,0.33,0.24,0.09,6.25,0.92,0.33,0.24,0.09,0.00,0.00
"372",0.02994,0.10616,0.34514,0.36976,0.14899,0.00,0.3272479892,0.3272479892,0.00,6.25,1.20,0.54,0.22,0.05,6.25,1.20,0.54,0.22,0.05,0.00,0.00
"373",0.03233,0.25867,0.24016,0.30302,0.16581,0.00,0.3503591359,0.3503591359,0.00,6.25,1.38,0.35,0.19,0.06,6.25,1.38,0.35,0.19,0.06,0.00,0.00
"374",0.34744,0.11868,0.02766,0.28356,0.22266,1.00,0.5606649264,0.5527980839,1.00,6.25,0.26,0.02,0.19,0.09,6.25,0.26,0.13,0.13,0.09,1.00,0.00
"375",0.19292,0.46090,0.00966,0.13575,0.20076,1.00,0.5265704714,0.5199326824,1.00,6.25,1.07,0.00,0.08,0.08,6.25,1.07,0.05,0.05,0.05,1.00,0.00
"376",0.33666,0.15543,0.25883,0.03268,0.21640,1.00,0.5663656281,0.5617032023,1.00,6.25,0.36,0.26,0.01,0.08,6.25,0.36,0.26,0.05,0.05,1.00,0.00
"377",0.19709,0.22063,0.24572,0.19456,0.14199,0.00,0.4559327619,0.4559327619,0.00,6.25,0.75,0.28,0.11,0.05,6.25,0.75,0.28,0.11,0.05,0.00,0.00
"378",0.19237,0.37269,0.11392,0.01039,0.31064,1.00,0.4974751679,0.4869764748,1.00,6.25,0.99,0.10,0.00,0.12,6.25,0.99,0.10,0.07,0.07,1.00,0.00
"379",0.12637,0.12864,0.29324,0.26485,0.18690,1.00,0.3861304636,0.3861304636,0.00,6.25,0.70,0.42,0.17,0.07,6.25,0.70,0.42,0.17,0.07,0.00,0.00
"380",0.00459,0.19728,0.30994,0.20916,0.27903,0.00,0.3202693901,0.3202693901,0.00,6.25,1.53,0.47,0.15,0.11,6.25,1.53,0.47,0.15,0.11,0.00,0.00
"381",0.12878,0.28977,0.16981,0.23730,0.17434,0.00,0.4161615542,0.4161615542,0.00,6.25,1.05,0.21,0.15,0.07,6.25,1.05,0.21,0.15,0.07,0.00,0.00
"382",0.05651,0.29124,0.35980,0.25522,0.03723,0.00,0.3985651218,0.3985651218,0.00,6.25,1.30,0.40,0.14,0.01,6.25,1.30,0.40,0.14,0.01,0.00,0.00
"383",0.27393,0.04354,0.27131,0.13723,0.27398,1.00,0.4957678898,0.4908137318,1.00,6.25,0.09,0.36,0.09,0.11,6.25,0.28,0.28,0.10,0.10,2.00,0.00
"384",0.04043,0.11942,0.36350,0.23639,0.24026,0.00,0.3308091954,0.3308091954,0.00,6.25,1.14,0.53,0.16,0.09,6.25,1.14,0.53,0.16,0.09,0.00,0.00
"385",0.18346,0.26371,0.15707,0.14450,0.25126,1.00,0.4466247011,0.4466158324,1.00,6.25,0.86,0.18,0.09,0.10,6.25,0.86,0.18,0.10,0.10,1.00,0.00
"386",0.00874,0.20417,0.09137,0.33188,0.36384,1.00,0.3090496757,0.3089330870,1.00,6.25,1.50,0.22,0.26,0.14,6.25,1.50,0.25,0.25,0.14,1.00,0.00
"387",0.28518,0.05384,0.24631,0.38110,0.03357,1.00,0.5233429800,0.5203329436,1.00,6.25,0.12,0.33,0.20,0.01,6.25,0.26,0.26,0.20,0.01,1.00,0.00
"388",0.29040,0.06364,0.11072,0.20361,0.33163,1.00,0.4970491410,0.4970218268,1.00,6.25,0.15,0.16,0.16,0.13,6.25,0.16,0.16,0.16,0.13,1.00,0.00
"389",0.16895,0.18615,0.28351,0.28442,0.07698,0.00,0.4371361647,0.4371361647,0.00,6.25,0.74,0.35,0.16,0.02,6.25,0.74,0.35,0.16,0.02,0.00,0.00
"390",0.10090,0.51011,0.13290,0.02636,0.22973,1.00,0.4735159373,0.4677286749,1.00,6.25,1.29,0.11,0.01,0.09,6.25,1.29,0.11,0.05,0.05,1.00,0.00
"391",0.18231,0.29673,0.18048,0.20336,0.13712,0.00,0.4599321141,0.4599321141,0.00,6.25,0.91,0.20,0.12,0.05,6.25,0.91,0.20,0.12,0.05,0.00,0.00
"392",0.20138,0.15157,0.25410,0.32895,0.06401,0.00,0.4554310432,0.4554310432,0.00,6.25,0.56,0.32,0.18,0.02,6.25,0.56,0.32,0.18,0.02,0.00,0.00
"393",0.19862,0.19589,0.08142,0.23578,0.28829,1.00,0.4397088575,0.4388847214,1.00,6.25,0.69,0.10,0.17,0.11,6.25,0.69,0.15,0.15,0.11,1.00,0.00
"394",0.22338,0.23403,0.08277,0.31872,0.14109,1.00,0.4762393983,0.4740797207,1.00,6.25,0.72,0.09,0.19,0.05,6.25,0.72,0.16,0.16,0.05,1.00,0.00
"395",0.19196,0.25997,0.28885,0.08203,0.17720,1.00,0.4685509834,0.4679536772,1.00,6.25,0.83,0.30,0.04,0.07,6.25,0.83,0.30,0.05,0.05,1.00,0.00
"396",0.28279,0.16827,0.03791,0.17502,0.33602,1.00,0.5062260517,0.5025532481,1.00,6.25,0.46,0.03,0.14,0.13,6.25,0.46,0.11,0.11,0.11,1.00,0.00
"397",0.34846,0.22707,0.00213,0.22166,0.20068,1.00,0.5857543255,0.5743920191,1.00,6.25,0.50,0.00,0.14,0.08,6.25,0.50,0.08,0.08,0.08,1.00,0.00
"398",0.14609,0.24313,0.07938,0.26924,0.26216,1.00,0.4125826918,0.4113148892,1.00,6.25,0.92,0.10,0.19,0.10,6.25,0.92,0.16,0.16,0.10,1.00,0.00
"399",0.24146,0.24546,0.06429,0.18831,0.26048,1.00,0.4877770696,0.4863922401,1.00,6.25,0.70,0.06,0.13,0.10,6.25,0.70,0.10,0.10,0.10,1.00,0.00
"400",0.09934,0.09948,0.03437,0.37608,0.39074,1.00,0.3467492563,0.3433634557,1.00,6.25,0.70,0.08,0.29,0.15,6.25,0.70,0.25,0.25,0.15,1.00,0.00
"401",0.16642,0.01041,0.45596,0.35642,0.01079,1.00,0.4542655001,0.4422823920,1.00,6.25,0.02,0.54,0.19,0.00,6.25,0.45,0.45,0.19,0.00,1.00,0.00
"402",0.52010,0.13262,0.10434,0.18903,0.05392,1.00,0.7247161613,0.7245062101,1.00,6.25,0.18,0.07,0.10,0.01,6.25,0.18,0.09,0.09,0.01,1.00,0.00
"403",0.18351,0.10286,0.43286,0.13874,0.14203,1.00,0.4461000177,0.4460695310,1.00,6.25,0.44,0.47,0.07,0.05,6.25,0.46,0.46,0.07,0.05,1.00,0.00
"404",0.44803,0.08492,0.10139,0.20125,0.16441,1.00,0.6455300293,0.6452985465,1.00,6.25,0.12,0.09,0.12,0.06,6.25,0.12,0.11,0.11,0.06,1.00,0.00
"405",0.14968,0.34474,0.00535,0.14706,0.35317,1.00,0.4536719189,0.4437886841,1.00,6.25,1.05,0.00,0.11,0.13,6.25,1.05,0.10,0.10,0.10,2.00,0.00
"406",0.35463,0.10344,0.11695,0.15422,0.27076,1.00,0.5571808158,0.5571804801,1.00,6.25,0.21,0.13,0.10,0.11,6.25,0.21,0.13,0.11,0.11,1.00,0.00
"407",0.24804,0.13454,0.10230,0.11970,0.39542,1.00,0.4670686966,0.4663332945,1.00,6.25,0.42,0.14,0.10,0.15,6.25,0.42,0.14,0.13,0.13,1.00,0.00
"408",0.11791,0.26255,0.21278,0.18961,0.21715,0.00,0.4017340911,0.4017340911,0.00,6.25,1.04,0.27,0.12,0.08,6.25,1.04,0.27,0.12,0.08,0.00,0.00
"409",0.29327,0.22761,0.00836,0.24773,0.22303,1.00,0.5365888432,0.5256428404,1.00,6.25,0.58,0.00,0.17,0.09,6.25,0.58,0.10,0.10,0.09,1.00,0.00
"410",0.30710,0.05408,0.16775,0.36285,0.10823,1.00,0.5266870906,0.5251639369,1.00,6.25,0.11,0.24,0.21,0.04,6.25,0.20,0.20,0.20,0.04,1.00,0.00
"411",0.25625,0.23052,0.21761,0.06790,0.22771,1.00,0.5046839918,0.5026976149,1.00,6.25,0.65,0.23,0.03,0.09,6.25,0.65,0.23,0.07,0.07,1.00,0.00
"412",0.21450,0.14326,0.25607,0.19057,0.19560,1.00,0.4519418702,0.4519418702,0.00,6.25,0.51,0.32,0.12,0.08,6.25,0.51,0.32,0.12,0.08,0.00,0.00
"413",0.03719,0.31603,0.12543,0.05277,0.46858,1.00,0.3605207318,0.3553166061,1.00,6.25,1.39,0.18,0.04,0.17,6.25,1.39,0.18,0.13,0.13,1.00,0.00
"414",0.13305,0.13293,0.15320,0.17385,0.40696,1.00,0.3747975461,0.3747975461,0.00,6.25,0.69,0.28,0.15,0.15,6.25,0.69,0.28,0.15,0.15,0.00,0.00
"415",0.10954,0.35505,0.22849,0.06111,0.24581,1.00,0.4289784589,0.4262311779,1.00,6.25,1.17,0.25,0.03,0.10,6.25,1.17,0.25,0.07,0.07,1.00,0.00
"416",0.22843,0.18336,0.26789,0.09970,0.22062,1.00,0.4737988385,0.4732737976,1.00,6.25,0.59,0.30,0.05,0.09,6.25,0.59,0.30,0.07,0.07,1.00,0.00
"417",0.29826,0.01148,0.03115,0.17796,0.48115,1.00,0.5128973896,0.5037442653,1.00,6.25,0.01,0.04,0.18,0.17,6.25,0.14,0.14,0.14,0.14,2.00,0.00
"418",0.29418,0.41150,0.09373,0.12970,0.07089,1.00,0.5891671281,0.5891588921,1.00,6.25,0.85,0.06,0.06,0.02,6.25,0.85,0.06,0.06,0.02,1.00,0.00
